"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
			"Big Brother"		"Expenses:Taxes:State"	50.41	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	104.00	
777	12/01/2011		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,545.59	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.41	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	104.00	
778	09/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		214.37
			"Chase Bank"		"Expenses:Transportation:Gas"	214.37	
779	10/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		285.68
			"Chase Bank"		"Expenses:Transportation:Gas"	285.68	
780	11/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		82.43
			"Chase Bank"		"Expenses:Transportation:Gas"	82.43	
781	12/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		72.00
			"Chase Bank"		"Expenses:Transportation:Gas"	72.00	
782	08/31/2011			"Interest"	"Assets:ISU Savings"	2.98	
				"Interest"	"Income:Interest Received"		2.98
783	08/11/2011	"*"	"Idaho Department of Education"	"esther teacher certification"	"Assets:ISU Checking"		75.00
			"Idaho Department of Education"	"esther teacher certification"	"Expenses:Education:Other"	75.00	
784	08/13/2011	"*"	"US Postal Service"	"change of address fee"	"Assets:ISU Checking"		1.00
			"US Postal Service"	"change of address fee"	"Expenses:Uncategorized Expense"	1.00	
785	08/16/2011	"*"	"Bannock County Assessor"	"car registration"	"Assets:ISU Checking"		59.50
			"Bannock County Assessor"	"car registration"	"Expenses:Transportation:Other"	59.50	
786	08/02/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.18
			"Smith's"		"Expenses:Consumables:Food"	3.18	
787	08/13/2011	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		22.65
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	22.65	
788	08/13/2011	"*"	"half.com"	"robert textbook"	"Assets:ISU Checking"		69.99
			"half.com"	"robert textbook"	"Expenses:Education:Books and Fees"	69.99	
789	08/22/2011	"*"		"Deposit"	"Assets:ISU Checking"	61.47	
			"Amazon.com"	"esther resold textbooks"	"Expenses:Education:Books and Fees"		61.47
790	08/22/2011	"*"	"Apple Computer"	"ipad app"	"Assets:ISU Checking"		2.11
			"Apple Computer"	"ipad app"	"Expenses:Home:Office Supplies"	2.11	
791	08/23/2011	"*"	"Newegg.com"	"cable modem"	"Assets:ISU Checking"		86.98
			"Newegg.com"	"cable modem"	"Expenses:Home:Office Supplies"	86.98	
792	08/24/2011	"*"	"Piano World"	"piano tuning supplies"	"Assets:ISU Checking"		223.15
			"Piano World"	"piano tuning supplies"	"Expenses:Home:Tools"	223.15	
793	08/25/2011	"*"		"Deposit"	"Assets:ISU Checking"	6.04	
			"half.com"	"esther resold textbooks"	"Expenses:Education:Books and Fees"		6.04
794	08/25/2011	"*"	"Amazon.com"	"electronic tuner"	"Assets:ISU Checking"		85.96
			"Amazon.com"	"electronic tuner"	"Expenses:Home:Tools"	85.96	
795	08/31/2011	"*"		"Interest"	"Assets:ISU Checking"	38.20	
				"Interest"	"Income:Interest Received"		38.20
796	11/10/2011		"Church of Jesus Christ of Latter Day Sain"	"Tithing on esther babysitting money"	"Liabilities:Accounts Payable"		68.70
			"Church of Jesus Christ of Latter Day Sain"	"for esther's babysitting"	"Expenses:Donations:Tithing"	42.50	
			"Church of Jesus Christ of Latter Day Sain"	"fast offering"	"Expenses:Donations:Other"	26.20	
797	12/10/2011	"*"	"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		1,100.00
			"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	1,100.00	
798	11/28/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		13.16
			"Metcalfe's"		"Expenses:Consumables:Food"	13.16	
799	01/06/2012	"*"	"Target"	"Risk Game"	"Assets:ISU Checking"		22.67
			"Target"	"Risk Game"	"Expenses:Recreation"	22.67	
800	12/12/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.84
			"Metcalfe's"		"Expenses:Consumables:Food"	3.84	
801	12/06/2011	"*"	"Flat Top Grill"		"Assets:ISU Checking"		13.70
			"Flat Top Grill"		"Expenses:Consumables:Food"	13.70	
802	01/09/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.44
			"Metcalfe's"		"Expenses:Consumables:Food"	3.44	
803	01/04/2012	"*"	"Copps"		"Assets:ISU Checking"		3.85
			"Copps"		"Expenses:Consumables:Food"	3.85	
804	01/06/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		4.99
			"Metcalfe's"		"Expenses:Consumables:Food"	4.99	
806	01/12/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		67.80
			"Woodman's Market"		"Expenses:Consumables:Food"	67.80	
807	12/23/2011	"*"	"Home Depot"	"Christmas Marshmallow shooters"	"Assets:ISU Checking"		7.13
			"Home Depot"	"Christmas Marshmallow shooters"	"Expenses:Recreation"	7.13	
808	12/23/2011	"*"	"Dollar Tree"	"Marshmallows gift bags"	"Assets:ISU Checking"		8.48
			"Dollar Tree"	"Marshmallows gift bags"	"Expenses:Consumables:Other"	8.48	
810	12/14/2011	"*"	"Copps"		"Assets:ISU Checking"		18.50
			"Copps"		"Expenses:Consumables:Food"	18.50	
811	12/14/2011	"*"	"Walgreens"		"Assets:ISU Checking"		2.49
			"Walgreens"		"Expenses:Consumables:Food"	2.49	
813	12/26/2011	"*"	"Walmart"	"Deb gift"	"Assets:ISU Checking"		24.20
			"Walmart"	"Deb gift"	"Expenses:Recreation"	24.20	
814	01/09/2012	"*"	"Copps"		"Assets:ISU Checking"		3.07
			"Copps"		"Expenses:Consumables:Food"	3.07	
815	11/25/2011	"*"	"Walgreens"	"prescription Esther"	"Assets:ISU Checking"		19.30
			"Walgreens"	"prescription Esther"	"Expenses:Medical:Other"	19.30	
816	12/15/2011	"*"	"Target"	"Rob present"	"Assets:ISU Checking"		8.06
			"Target"	"Rob present"	"Expenses:Recreation"	8.06	
817	11/12/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		9.87
			"Metcalfe's"		"Expenses:Consumables:Food"	9.87	
818	11/14/2011	"*"	"Aldi's"	"Thanksgiving Ham"	"Assets:ISU Checking"		16.44
			"Aldi's"	"Thanksgiving Ham"	"Expenses:Consumables:Food"	16.44	
819	01/13/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		4.58
			"Metcalfe's"		"Expenses:Consumables:Food"	4.58	
820	01/21/2012	"*"	"Copps"		"Assets:ISU Checking"		13.43
			"Copps"		"Expenses:Consumables:Food"	13.43	
821	01/16/2012	"*"	"Flat Top Grill"		"Assets:ISU Checking"		13.70
			"Flat Top Grill"		"Expenses:Consumables:Food"	13.70	
822	11/24/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		12.69
			"Metcalfe's"		"Expenses:Consumables:Food"	12.69	
823	01/24/2012	"*"	"Target"	"wrist watch"	"Assets:ISU Checking"		31.64
			"Target"	"wrist watch"	"Expenses:Home:Clothing"	31.64	
824	01/24/2012	"*"	"Metcalfe's"	"`"	"Assets:ISU Checking"		1.66
			"Metcalfe's"	"`"	"Expenses:Consumables:Food"	1.66	
825	01/24/2012		"Copps"		"Assets:UW Checking"		18.58
			"Copps"		"Expenses:Consumables:Food"	18.58	
826	11/25/2011	"*"	"Ace Hardware"	"gifts to robert"	"Assets:ISU Checking"		12.63
			"Ace Hardware"	"gifts to robert"	"Expenses:Home:Tools"	12.63	
827	12/19/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		11.52
			"Woodman's Market"		"Expenses:Consumables:Food"	11.52	
828	01/21/2012	"*"	"Copps"		"Assets:ISU Checking"		16.00
			"Copps"		"Expenses:Consumables:Food"	16.00	
829	11/21/2011	"*"	"Copps"		"Assets:ISU Checking"		14.90
			"Copps"		"Expenses:Consumables:Food"	14.90	
830	11/25/2011			"Deposit"	"Assets:UW Checking"	30.00	
			"Physicians Plus Insurance"	"reimbursment for csa basket"	"Expenses:Consumables:Food"		30.00
831	11/08/2011			"Deposit"	"Assets:UW Savings"	25.00	
			"Physicians Plus Insurance"	"good health bonus for surveys"	"Income:Uncategorized Income"		25.00
832	01/08/2012	"*"	"Physicians Plus Insurance"	"ER copay"	"Assets:ISU Checking"		60.00
			"Physicians Plus Insurance"	"ER copay"	"Expenses:Medical:Other"	60.00	
833	01/30/2012	"*"	"Farmer's Insurance"	"for period starting feb 23"	"Assets:ISU Checking"		306.60
			"Farmer's Insurance"	"for period starting feb 23"	"Expenses:Transportation:Car Insurance"	306.60	
834	01/18/2012	"*"	"Blue Cross of Idaho"	"gretyl immunizations"	"Assets:ISU Checking"		148.64
			"Blue Cross of Idaho"	"gretyl immunizations"	"Expenses:Medical:Other"	148.64	
835	01/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"		23.43
			"Chase Bank"		"Expenses:Transportation:Gas"	23.43	
836	02/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"		122.79
			"Chase Bank"		"Expenses:Transportation:Gas"	122.79	
837	01/13/2012			"Deposit"	"Assets:UW Checking"	11.97	
			"Ace Hardware"	"rebate"	"Expenses:Home:Tools"		11.97
838	01/13/2012			"Deposit"	"Assets:UW Checking"	9.48	
			"Church of Jesus Christ of Latter Day Sain"	"reimbursment for wipes"	"Expenses:Consumables:Other"		9.48
839	12/14/2011			"Deposit"	"Assets:UW Savings"	200.00	
			"miscellaneous"	"christmas money from grandma and bill"	"Income:Uncategorized Income"		200.00
840	09/25/2011	"*"		"Funds Transfer"	"Assets:ISU Checking"		90.00
				"Funds Transfer"	"Assets:UW Checking"	90.00	
841	09/25/2011	"*"		"Funds Transfer"	"Assets:ISU Checking"		10.00
				"Funds Transfer"	"Assets:UW Savings"	10.00	
842	09/24/2011	"*"	"Newegg.com"	"computer parts"	"Assets:ISU Checking"		554.56
			"Newegg.com"	"computer parts"	"Expenses:Home:Office Supplies"	554.56	
843	09/30/2011			"Interest"	"Assets:ISU Savings"	4.14	
				"Interest"	"Income:Interest Received"		4.14
844	09/06/2011	"*"		"Deposit"	"Assets:ISU Checking"	7.17	
			"Amazon.com"	"sold textbook"	"Expenses:Education:Books and Fees"		7.17
845	09/06/2011	"*"	"University of Wisconsin"	"semester fees"	"Assets:ISU Checking"		539.48
			"University of Wisconsin"	"semester fees"	"Expenses:Education:Books and Fees"	539.48	
846	09/06/2011	"*"	"Thomas McGilvra"	"august rent"	"Assets:ISU Checking"		193.75
			"Thomas McGilvra"	"august rent"	"Expenses:Housing:Rent"	193.75	
847	09/06/2011	"*"	"Thomas McGilvra"	"september rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"september rent"	"Expenses:Housing:Rent"	775.00	
848	09/22/2011	"*"	"Copps"		"Assets:ISU Checking"		1.60
			"Copps"		"Expenses:Consumables:Food"	1.60	
849	08/23/2011	"*"	"Brett Carlsen"	"september phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"september phones"	"Expenses:Housing:Utilities"	40.00	
850	09/23/2011	"*"	"Brett Carlsen"	"october phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"october phones"	"Expenses:Housing:Utilities"	40.00	
851	10/23/2011	"*"	"Brett Carlsen"	"november phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"november phones"	"Expenses:Housing:Utilities"	40.00	
852	11/23/2011	"*"	"Brett Carlsen"	"december phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"december phones"	"Expenses:Housing:Utilities"	40.00	
853	12/23/2011	"*"	"Brett Carlsen"	"january phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"january phones"	"Expenses:Housing:Utilities"	40.00	
854	01/23/2012	"*"	"Brett Carlsen"	"february phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"february phones"	"Expenses:Housing:Utilities"	40.00	
855	09/09/2011	"*"	"Idaho Vital Records"	"gretyl birth certificate"	"Assets:ISU Checking"		13.00
			"Idaho Vital Records"	"gretyl birth certificate"	"Expenses:Medical:Other"	13.00	
856	09/14/2011	"*"	"Charter Communications"	"internet setup fee and first month"	"Assets:ISU Checking"		84.38
			"Charter Communications"	"internet setup fee and first month"	"Expenses:Housing:Utilities"	84.38	
857	10/10/2011	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		31.64
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	31.64	
858	11/10/2011	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		31.64
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	31.64	
859	12/10/2011	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		31.64
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	31.64	
860	01/10/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		31.64
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	31.64	
861	02/10/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		31.64
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	31.64	
862	09/30/2011	"*"		"Interest"	"Assets:ISU Checking"	36.90	
				"Interest"	"Income:Interest Received"		36.90
863	10/31/2011			"Interest"	"Assets:ISU Savings"	2.80	
				"Interest"	"Income:Interest Received"		2.80
864	10/06/2011	"*"	"Copps"		"Assets:ISU Checking"		2.49
			"Copps"		"Expenses:Consumables:Food"	2.49	
865	10/06/2011	"*"	"Thomas McGilvra"	"october rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"october rent"	"Expenses:Housing:Rent"	775.00	
866	11/06/2011	"*"	"Thomas McGilvra"	"novermber rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"november rent"	"Expenses:Housing:Rent"	775.00	
867	12/06/2011	"*"	"Thomas McGilvra"	"december rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"december rent"	"Expenses:Housing:Rent"	775.00	
868	01/06/2012	"*"	"Thomas McGilvra"	"january rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"january rent"	"Expenses:Housing:Rent"	775.00	
869	02/06/2012	"*"	"Thomas McGilvra"	"february rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"february rent"	"Expenses:Housing:Rent"	775.00	
870	10/13/2011	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		44.03
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	44.03	
871	10/02/2011	"*"	"Two Good Farms"	"csa share"	"Assets:ISU Checking"		30.00
			"Two Good Farms"	"csa share"	"Expenses:Consumables:Food"	30.00	
872	10/04/2011	"*"	"Home Depot"	"chest freezer"	"Assets:ISU Checking"		378.85
			"Home Depot"	"chest freezer"	"Expenses:Home:Housewares"	378.85	
873	10/01/2011	"*"	"Newegg.com"	"computer parts"	"Assets:ISU Checking"		19.99
			"Newegg.com"	"computer parts"	"Expenses:Home:Office Supplies"	19.99	
874	10/26/2011	"*"	"Walgreens"		"Assets:ISU Checking"		2.10
			"Walgreens"		"Expenses:Consumables:Food"	2.10	
875	10/31/2011	"*"		"Interest"	"Assets:ISU Checking"	38.69	
				"Interest"	"Income:Interest Received"		38.69
876	11/30/2011			"Interest"	"Assets:ISU Savings"	2.45	
				"Interest"	"Income:Interest Received"		2.45
877	11/05/2011	"*"	"Shutterfly"	"photos"	"Assets:ISU Checking"		4.99
			"Shutterfly"	"photos"	"Expenses:Bananas"	4.99	
878	11/05/2011	"*"	"Paypal"	"ebay christmas gift"	"Assets:ISU Checking"		4.95
			"Paypal"	"ebay christmas gift"	"Expenses:Bananas"	4.95	
879	11/14/2011	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		32.72
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	32.72	
880	11/30/2011	"*"		"Interest"	"Assets:ISU Checking"	38.18	
				"Interest"	"Income:Interest Received"		38.18
881	12/31/2011			"Interest"	"Assets:ISU Savings"	2.54	
				"Interest"	"Income:Interest Received"		2.54
882	01/01/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
883	12/08/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		55.84
			"Woodman's Market"		"Expenses:Consumables:Food"	55.84	
884	12/07/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		5.71
			"Metcalfe's"		"Expenses:Consumables:Food"	5.71	
885	12/07/2011	"*"	"Copps"		"Assets:ISU Checking"		20.09
			"Copps"		"Expenses:Consumables:Food"	20.09	
886	12/05/2011	"*"	"Target"	"diapers and wipes"	"Assets:ISU Checking"		49.06
			"Target"	"diapers and wipes"	"Expenses:Consumables:Other"	49.06	
887	12/05/2011	"*"	"Aldi's"		"Assets:ISU Checking"		14.63
			"Aldi's"		"Expenses:Consumables:Food"	14.63	
888	12/12/2011	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		38.21
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	38.21	
889	12/14/2011	"*"	"Walgreens"	"esther medication"	"Assets:ISU Checking"		19.30
			"Walgreens"	"esther medication"	"Expenses:Medical:Other"	19.30	
890	12/15/2011	"*"	"Paypal"	"ebay christmas gift"	"Assets:ISU Checking"		4.95
			"Paypal"	"ebay christmas gift"	"Expenses:Bananas"	4.95	
891	12/19/2011	"*"	"Aldi's"		"Assets:ISU Checking"		9.35
			"Aldi's"		"Expenses:Consumables:Food"	9.35	
892	12/20/2011	"*"	"Walgreens"		"Assets:ISU Checking"		5.14
			"Walgreens"		"Expenses:Consumables:Other"	5.14	
893	12/22/2011	"*"	"Delta Airlines"	"bag check"	"Assets:ISU Checking"		25.00
			"Delta Airlines"	"bag check"	"Expenses:Transportation:Other"	25.00	
895	12/22/2011	"*"	"Paypal"	"christmas cards"	"Assets:ISU Checking"		6.47
			"Paypal"	"christmas cards"	"Expenses:Bananas"	6.47	
896	12/24/2011	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		14.29
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	14.29	
897	12/28/2011	"*"	"US Postal Service"	"media mail for textbook"	"Assets:ISU Checking"		3.64
			"US Postal Service"	"media mail for textbook"	"Expenses:Education:Books and Fees"	3.64	
898	12/30/2011	"*"	"Corner Drug"	"ear infection medicine for gretyl"	"Assets:ISU Checking"		15.00
			"Corner Drug"	"ear infection medicine for gretyl"	"Expenses:Medical:Other"	15.00	
899	12/31/2011	"*"		"Interest"	"Assets:ISU Checking"	39.37	
				"Interest"	"Income:Interest Received"		39.37
900	11/16/2011			"Deposit"	"Assets:UW Savings"	32.38	
			"miscellaneous"	"Deposit"	"Income:Uncategorized Income"		32.38
901	10/18/2011		"UW Credit Union"	"box of checks"	"Assets:UW Checking"		20.00
			"UW Credit Union"	"box of checks"	"Expenses:Uncategorized Expense"	20.00	
902	11/30/2011			"Service Charge"	"Assets:UW Checking"		5.00
				"Service Charge"	"Expenses:Interest Paid"	5.00	
903	12/31/2011			"Service Charge"	"Assets:UW Checking"		5.00
				"Service Charge"	"Expenses:Interest Paid"	5.00	
905	04/10/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		9.05
			"Metcalfe's"		"Expenses:Consumables:Food"	9.05	
906	04/13/2012	"*"	"Target"		"Assets:ISU Checking"		11.40
			"Target"		"Expenses:Consumables:Food"	1.11	
			"Target"	"Pre-Natal Vitamins"	"Expenses:Medical:Other"	8.45	
			"Target"	"Easter 2013"	"Expenses:Consumables:Other"	1.84	
907	04/05/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		32.51
			"Metcalfe's"	"Easter 2012 Feast"	"Expenses:Consumables:Food"	32.51	
908	04/07/2012	"*"	"Copps"	"Easter 2012 Treats"	"Assets:ISU Checking"		19.19
			"Copps"	"Easter 2012 Treats"	"Expenses:Consumables:Food"	19.19	
910	04/10/2012	"*"	"Target"		"Assets:ISU Checking"		2.86
			"Target"	"Shower Curtain"	"Expenses:Consumables:Other"	2.86	
911	02/02/2012	"*"	"Walgreens"		"Assets:ISU Checking"		4.98
			"Walgreens"		"Expenses:Consumables:Food"	4.98	
912	03/10/2012	"*"	"Copps"		"Assets:ISU Checking"		2.73
			"Copps"		"Expenses:Consumables:Food"	2.73	
913	01/17/2012	"*"	"The Old Fashioned"		"Assets:ISU Checking"		5.61
			"The Old Fashioned"	"Rob and Paul Food"	"Expenses:Consumables:Food"	5.61	
915	04/13/2012		"Copps"		"Assets:UW Checking"		11.79
			"Copps"		"Expenses:Consumables:Food"	11.79	
916	03/15/2012	"*"	"Copps"		"Assets:ISU Checking"		13.61
			"Copps"		"Expenses:Consumables:Food"	13.61	
917	03/17/2012	"*"	"Copps"		"Assets:ISU Checking"		9.83
			"Copps"		"Expenses:Consumables:Food"	9.83	
918	03/12/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		4.08
			"Metcalfe's"		"Expenses:Consumables:Food"	4.08	
919	03/06/2012	"*"	"Copps"		"Assets:ISU Checking"		5.12
			"Copps"		"Expenses:Consumables:Food"	5.12	
920	04/05/2012	"*"	"Ace Hardware"	"Hack Saw"	"Assets:ISU Checking"		25.31
			"Ace Hardware"	"Hack Saw"	"Expenses:Home:Tools"	25.31	
921	04/05/2012	"*"	"Ace Hardware"	"PVC pipe"	"Assets:ISU Checking"		4.87
			"Ace Hardware"	"PVC pipe"	"Expenses:Home:Tools"	4.87	
922	03/19/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.39
			"Metcalfe's"		"Expenses:Consumables:Food"	2.39	
923	01/27/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		82.63
			"Woodman's Market"		"Expenses:Consumables:Food"	82.63	
924	03/06/2012	"*"	"Aldi's"		"Assets:ISU Checking"		7.50
			"Aldi's"		"Expenses:Consumables:Food"	7.50	
925	03/21/2012	"*"	"Copps"		"Assets:ISU Checking"		3.04
			"Copps"		"Expenses:Consumables:Food"	3.04	
926	03/28/2012	"*"	"Target"		"Assets:ISU Checking"		3.58
			"Target"	"Paper Towels"	"Expenses:Consumables:Other"	3.58	
927	03/26/2012	"*"	"Aldi's"		"Assets:ISU Checking"		10.73
			"Aldi's"		"Expenses:Consumables:Food"	10.73	
928	03/08/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.20
